Golden Tobacco Ltd.,GOLDENTOBC,Golden Tobacco Ltd.
Good Value Marketing Co. Ltd.,GOODVALUE,Good Value Marketing Co. Ltd.
Goodricke Group Ltd.,GOODRICKE,Goodricke Group Ltd.
Goodyear India Ltd.,GOODYEAR,Goodyear India Ltd.
Grindwell Norton Ltd.,GRINDWELL,Grindwell Norton Ltd.
Gujarat Industries Power Co. Ltd.,GIPCL,Gujarat Industries Power Co. Ltd.
Gujarat Lease Financing Ltd.,GLFL,Gujarat Lease Financing Ltd.
HAMCO Mining & Smelting Ltd.,HINDALLOYS,HAMCO Mining & Smelting Ltd.
HDFC Bank Ltd.,HDFCBANK,HDFC Bank Ltd.
HIL Ltd.,HIL,HIL Ltd.
Harrisons Malayalam Ltd.,HARRMALAYA,Harrisons Malayalam Ltd.
HeidelbergCement India Ltd.,HEIDELBERG,HeidelbergCement India Ltd.
Herbertsons Ltd.,HERBETSON,Herbertsons Ltd.
Hero MotoCorp Ltd.,HEROMOTOCO,Hero MotoCorp Ltd.
Himachal Fut Com Ltd.- Old,HIMACHLFUT,Himachal Fut Com Ltd.- Old
Hind Lever Chemicals Ltd.,HINDLEVCHM,Hind Lever Chemicals Ltd.
Hind Syntex Ltd.,HINDSYNTEX,Hind Syntex Ltd.
Hindalco Industries Ltd.,HINDALCO,Hindalco Industries Ltd.
Hindustan Development Corporation Ltd.,HINDEVELOP,Hindustan Development Corporation Ltd.
Hindustan Motors Ltd.,HINDMOTORS,Hindustan Motors Ltd.
Hindustan Organic Chemicals Ltd.,HOCL,Hindustan Organic Chemicals Ltd.
Hindustan Powerplus Ltd.,HINPOWPLUS,Hindustan Powerplus Ltd.
Hindustan Unilever Ltd.,HINDUNILVR,Hindustan Unilever Ltd.
Hitech Drilling Services India Ltd.,HITECDRIL,Hitech Drilling Services India Ltd.
Hoganas India Ltd.- Sus,HOGANAS,Hoganas India Ltd.- Sus
Honda SIEL Power Products Ltd.,HONDAPOWER,Honda SIEL Power Products Ltd.
Honeywell Automation India Ltd.,HONAUT,Honeywell Automation India Ltd.
Housing Development Finance Corporation Ltd.,HDFC,Housing Development Finance Corporation Ltd.
I G Petrochemicals Ltd.,IGPL,I G Petrochemicals Ltd.
I T C Bhadrachalam Paper Boards Ltd.,ITCBHADRA,I T C Bhadrachalam Paper Boards Ltd.
I T C Ltd.,ITC,I T C Ltd.
IDI Ltd.,INDYESTUF,IDI Ltd.
IFB Industries Ltd.,IFBIND,IFB Industries Ltd.
IP Rings Ltd.,IPRINGS,IP Rings Ltd.
ISMT Ltd.,ISMTLTD,ISMT Ltd.
ITC Hotels Ltd.,ITCHOTEL,ITC Hotels Ltd.
ITD Cementation India Ltd.,ITDCEM,ITD Cementation India Ltd.
ITW Signode India Ltd.- Sus,ITWSIGNODE,ITW Signode India Ltd.- Sus
India Glycols Ltd.,INDIAGLYCO,India Glycols Ltd.
India Gypsum Ltd.,INDGYPSUM,India Gypsum Ltd.
India Securities Ltd.,INDIASEC,India Securities Ltd.
Indian Card Clothing Co. Ltd.,INDIANCARD,Indian Card Clothing Co. Ltd.
Indian Organic Chemicals Ltd.,INDIANORG,Indian Organic Chemicals Ltd.
Indo Rama Synthetics (India) Ltd. - Old,INDORAMSYN,Indo Rama Synthetics (India) Ltd. - Old
Industrial Oxygen Co. Ltd. -Sus,INDOXYGEN,Industrial Oxygen Co. Ltd. -Sus
Infomedia Press Ltd.,INFOMEDIA,Infomedia Press Ltd.
Infosys Ltd.,INFY,Infosys Ltd.
International Travel House Ltd.,INTLTRAVHS,International Travel House Ltd.
Ion Exchange (India) Ltd.,IONEXCHANG,Ion Exchange (India) Ltd.
Ispat Alloys Ltd.,ISPATALLOY,Ispat Alloys Ltd.
J.B. Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,J.B. Chemicals & Pharmaceuticals Ltd.
JCT Electronics Ltd.,JCTELEC,JCT Electronics Ltd.
JCT Ltd.,JCT,JCT Ltd.
JD Orgochem Ltd.,JDORGO,JD Orgochem Ltd.
JK Tyre & Industries Ltd..,JKTYRE,JK Tyre & Industries Ltd..
Jagatjit Industries Ltd. -Sus,JAGAJITIND,Jagatjit Industries Ltd. -Sus
Jain Irrigation Systems Ltd. (Old),JAINIRRIG,Jain Irrigation Systems Ltd. (Old)
Jaiprakash Industries Ltd.- Suspended,JPIND,Jaiprakash Industries Ltd.- Suspended
Jay Shree Tea & Industries Ltd.,JAYSREETEA,Jay Shree Tea & Industries Ltd.
Jindal Iron & Steel Co. Ltd.,JINDALIRON,Jindal Iron & Steel Co. Ltd.
Jindal Photo Ltd.,JINDALPHOT,Jindal Photo Ltd.
Jindal Strips Ltd.- Merged,JINDALSTRP,Jindal Strips Ltd.- Merged
KSB Pumps Ltd.,KSB,KSB Pumps Ltd.
Kalyani Steels Ltd.,KSL,Kalyani Steels Ltd.
Kerala Chemicals & Proteins Ltd.,KERALACHEM,Kerala Chemicals & Proteins Ltd.
Kesoram Industries Ltd.,KESORAMIND,Kesoram Industries Ltd.
Kinetic Engineering Ltd.,KINETICENG,Kinetic Engineering Ltd.
Kinetic Motor Co. Ltd.,KINETICMOT,Kinetic Motor Co. Ltd.
Kirloskar Industries Ltd.,KIRLOSIND,Kirloskar Industries Ltd.
Kitply Industries Ltd.,KITPLYIND,Kitply Industries Ltd.
Kodak India Ltd. - Delisted,INDIAPHOTO,Kodak India Ltd. - Delisted
Kopran Ltd.,KOPRAN,Kopran Ltd.
Krishna Filaments Ltd.,KRISNAFILA,Krishna Filaments Ltd.
Krishna Lifestyle Technologies Ltd.,SHREEKRPOL,Krishna Lifestyle Technologies Ltd.
LML Ltd.,LML,LML Ltd.
Lloyds Finance Ltd.,LLOYDFIN,Lloyds Finance Ltd.
Lloyds Metals & Engineers Ltd.,LLOYDMETAL,Lloyds Metals & Engineers Ltd.
Lok Housing & Constructions Ltd.,LOKHSG,Lok Housing & Constructions Ltd.
Lumax Industries Ltd.,LUMAXIND,Lumax Industries Ltd.
Lupin Chemicals Ltd.  (Erstwhile),LUPINCHEM,Lupin Chemicals Ltd.  (Erstwhile)
Lupin Laboratories Ltd.  (Erstwhile),LUPINLAB,Lupin Laboratories Ltd.  (Erstwhile)
Madura Coats Ltd.,MADURACOAT,Madura Coats Ltd.
Mafatlal Industries Ltd.,MAFATLAIND,Mafatlal Industries Ltd.
Maharashtra Scooters Ltd.,MAHSCOOTER,Maharashtra Scooters Ltd.
Maharashtra Seamless Ltd.,MAHSEAMLES,Maharashtra Seamless Ltd.
Mahindra Ugine Steel Co. Ltd.,MAHINDUGIN,Mahindra Ugine Steel Co. Ltd.
Mangalam Cement Ltd.,MANGLMCEM,Mangalam Cement Ltd.
Maral Overseas Ltd.,MARALOVER,Maral Overseas Ltd.
Mardia Chemicals Ltd.,MARDIACHEM,Mardia Chemicals Ltd.
Mastek Ltd.,MASTEK,Mastek Ltd.
McDowell & Co. Ltd. (Old),MCDOWELL,McDowell & Co. Ltd. (Old)
Merind Ltd.-Merged,MERIND,Merind Ltd.-Merged
Mirc Electronics Ltd.,MIRCELECTR,Mirc Electronics Ltd.
Modern Denim Ltd.,MODERNDENM,Modern Denim Ltd.
Modern Syntex (India) Ltd.,MODRNSYNTX,Modern Syntex (India) Ltd.
Modern Terry Towels Ltd.,MODERNWOOL,Modern Terry Towels Ltd.
Modern Threads (India) Ltd.,MODTHREAD,Modern Threads (India) Ltd.
Modi Rubber Ltd.,MODIRUBBER,Modi Rubber Ltd.
Modi Xerox Ltd.- Sus,MODIXEROX,Modi Xerox Ltd.- Sus
Modiluft Ltd.,SPICEJET,Modiluft Ltd.
Mukand Ltd.- Old,MUKAND,Mukand Ltd.- Old
Munjal Showa Ltd.,MUNJALSHOW,Munjal Showa Ltd.
NEPC Agro Foods Ltd.,NEPCAGRO,NEPC Agro Foods Ltd.
NEPC India Ltd,NEPCMICON,NEPC India Ltd
NOCIL Ltd.,NOCIL,NOCIL Ltd.
Nahar Industrial Enterprises Ltd.,NAHARINDUS,Nahar Industrial Enterprises Ltd.
Nahar Poly Films Ltd.,NAHARPOLY,Nahar Poly Films Ltd.
Nahar Spinning Mills Ltd.,NAHARSPING,Nahar Spinning Mills Ltd.
National Aluminium Co. Ltd. (Old),NALCO,National Aluminium Co. Ltd. (Old)
National Peroxide Ltd.,NATPEROXID,National Peroxide Ltd.
Navneet Education Ltd.,NAVNETEDUL,Navneet Education Ltd.
OTIS Elevator Company (India) Ltd.,OTIS,OTIS Elevator Company (India) Ltd.
Oil Country Tubular Ltd.,OILCOUNTUB,Oil Country Tubular Ltd.
Orient Paper & Industries Ltd.,ORIENTPPR,Orient Paper & Industries Ltd.
Oriental Hotels Ltd.,ORIENTHOT,Oriental Hotels Ltd.
Orkay Industries Ltd.,ORKAY,Orkay Industries Ltd.
Oswal Agro Mills Ltd.,OSWALAGRO,Oswal Agro Mills Ltd.
Oswal Chemicals & Fertilizers Ltd.,BINDALAGRO,Oswal Chemicals & Fertilizers Ltd.
Oudh Sugar Mills Ltd.,OUDHSUG,Oudh Sugar Mills Ltd.
PHIL Corporation Ltd.,PHILCORP,PHIL Corporation Ltd.
Parekh Platinum Ltd.,PAREKHPLAT,Parekh Platinum Ltd.
Parke-Davis (India) Ltd.,PARKEDAVIS,Parke-Davis (India) Ltd.
Patheja Forgings & Auto Parts Manufacturers Ltd.,PATHEJAFOR,Patheja Forgings & Auto Parts Manufacturers Ltd.
Peacock Industries Ltd.-old,PEACOCKIND,Peacock Industries Ltd.-old
Peninsula Land Ltd.,PENINLAND,Peninsula Land Ltd.
Phoenix International Ltd.,PHOENXINTL,Phoenix International Ltd.
Piramal Holdings Ltd.-Delisted,PIRAMHELTH,Piramal Holdings Ltd.-Delisted
Precision Fasteners Ltd.,PRECSNFAST,Precision Fasteners Ltd.
Premier Ltd.,PREMIER,Premier Ltd.
Prime Securities Ltd.,PRIMESECU,Prime Securities Ltd.
Pudumjee Pulp & Paper Mills Ltd.,AMJLAND,Pudumjee Pulp & Paper Mills Ltd.
Punjab Alkalies & Chemicals Ltd.,PUNALKALI,Punjab Alkalies & Chemicals Ltd.
Punjab Chemicals & Crop Protection Ltd.,PUNJABCHEM,Punjab Chemicals & Crop Protection Ltd.
Punjab Wireless Systems Ltd.,PUNJABWIRE,Punjab Wireless Systems Ltd.
RPG Cables Ltd.,RPGCABLES,RPG Cables Ltd.
RPG Transmission Ltd.,RPGTLTD,RPG Transmission Ltd.
RSWM Ltd.,RSWM,RSWM Ltd.
Raasi Cement Ltd.- Sus,RAASICEM,Raasi Cement Ltd.- Sus
Rajinder Steels Ltd.,RAJINSTEEL,Rajinder Steels Ltd.
Ravalgaon Sugar Farm Ltd.,RAVALSUGAR,Ravalgaon Sugar Farm Ltd.
Recron Synthetics Ltd.,RAYMONDSYN,Recron Synthetics Ltd.
Reliance Industries Ltd.,RELIANCE,Reliance Industries Ltd.
Rhone-Poulenc (India) Ltd.,RHONEPOULN,Rhone-Poulenc (India) Ltd.
Rico Auto Industries Ltd.,RICOAUTO,Rico Auto Industries Ltd.
Royal Cushion Vinyl Products Ltd.,ROYALCUSHN,Royal Cushion Vinyl Products Ltd.
SIV Industries Ltd.,SIVIND,SIV Industries Ltd.
SKF India Ltd.,SKFINDIA,SKF India Ltd.
SOL Pharmaceuticals Ltd.,SOLPHARMA,SOL Pharmaceuticals Ltd.
Sakthi Sugars Ltd.,SAKHTISUG,Sakthi Sugars Ltd.
Samtel Color Ltd.,SAMTEL,Samtel Color Ltd.
Sandvik Asia Ltd. - Delisted,SANDVIKAS,Sandvik Asia Ltd. - Delisted
Sanghi Polysters Ltd.,SANGHIPOLY,Sanghi Polysters Ltd.
Saurashtra Cement Ltd.,SAURASHCEM,Saurashtra Cement Ltd.
Schenectady Beck India Ltd.,DRBECK,Schenectady Beck India Ltd.
Sesa Sterlite Ltd.,VEDL,Sesa Sterlite Ltd.
Seshasayee Paper & Boards Ltd.,SESHAPAPER,Seshasayee Paper & Boards Ltd.
Shaw Wallace & Co. Ltd.-Sus,SHAWALLACE,Shaw Wallace & Co. Ltd.-Sus
Shrenuj & Co. Ltd.,SHRENUJ,Shrenuj & Co. Ltd.
Smithkline Beecham Pharmaceuticals (I) Ltd.-Merged,SMITHKLPHA,Smithkline Beecham Pharmaceuticals (I) Ltd.-Merged
Snowcem India Ltd.,SNOWCEMIND,Snowcem India Ltd.
Sona Koyo Steering Systems Ltd.,JTEKTINDIA,Sona Koyo Steering Systems Ltd.
Southern Petrochemicals Industries Corporation Ltd.,SPIC,Southern Petrochemicals Industries Corporation Ltd.
Sree Rayalaseema Alkalies & Allied Chemicals Ltd.,SREERAYALK,Sree Rayalaseema Alkalies & Allied Chemicals Ltd.
Standard Industries Ltd.- Delisted,STDIND,Standard Industries Ltd.- Delisted
State Bank of India,SBIN,State Bank of India
Sterling Holiday Resorts (India) Ltd.-Delisted,STERLINHOL,Sterling Holiday Resorts (India) Ltd.-Delisted
Sterlite Industries (India) Ltd (Erstwhile),STERLITE,Sterlite Industries (India) Ltd (Erstwhile)
Styrolution ABS (India) Ltd.,INEOSSTYRO,Styrolution ABS (India) Ltd.
Sudarshan Chemical Industries Ltd.,SUDARSCHEM,Sudarshan Chemical Industries Ltd.
Summit Securities Ltd.- Old,SUMMIT,Summit Securities Ltd.- Old
Sundaram Clayton Ltd.- OLD,SUNDRMCLAY,Sundaram Clayton Ltd.- OLD
Supreme Petrochem Ltd.,SUPPETRO,Supreme Petrochem Ltd.
Swaraj Engines Ltd.,SWARAJENG,Swaraj Engines Ltd.
Synthetics & Chemicals Ltd.,SYNTHCHEM,Synthetics & Chemicals Ltd.
TCI Industries Ltd.,TCIFINANCE,TCI Industries Ltd.
TVS Suzuki Ltd. (old),TVSSUZUKI,TVS Suzuki Ltd. (old)
Tamilnadu Petroproducts Ltd.,TNPETRO,Tamilnadu Petroproducts Ltd.
Tata Finance Ltd.,TATAFIN,Tata Finance Ltd.
Tata Hydro-Electric Power Supply Co. Ltd.,TATAHYDRO,Tata Hydro-Electric Power Supply Co. Ltd.
Tata Investment Corporation Ltd.,TATAINVEST,Tata Investment Corporation Ltd.
Tata Motors Ltd.,TATAMOTORS,Tata Motors Ltd.
Tata SSL Ltd.,SPECIALSTL,Tata SSL Ltd.
Tata Sponge Iron Ltd.,TATASTLLP,Tata Sponge Iron Ltd.
Tata Steel Ltd.,TATASTEEL,Tata Steel Ltd.
Textool Co. Ltd.- Merger,TEXTOOL,Textool Co. Ltd.- Merger
Thiru Arooran Sugars Ltd.,THIRUSUGAR,Thiru Arooran Sugars Ltd.
Timex Watches Ltd.,TIMEXWATCH,Timex Watches Ltd.
Torrent Power AEC Ltd.,TORRENTAEC,Torrent Power AEC Ltd.
Transpek Industry Ltd.,TRANSPEK,Transpek Industry Ltd.
Trigyn Technologies Ltd.,TRIGYN,Trigyn Technologies Ltd.
Triveni Engineering & Industries Ltd. (Old),TRIVENGIND,Triveni Engineering & Industries Ltd. (Old)
Tube Investments of India Ltd.,TUBEINVEST,Tube Investments of India Ltd.
UCAL Fuel Systems Ltd.,UCALFUEL,UCAL Fuel Systems Ltd.
United Breweries Ltd.-Old,UNITEDBREW,United Breweries Ltd.-Old
United Phosphorous Ltd. -Sus,UNITEDPHOS,United Phosphorous Ltd. -Sus
Usha (India) Ltd.,USHAINDIA,Usha (India) Ltd.
Usha Martin Ltd.,USHAMART,Usha Martin Ltd.
Uttam Galva Steels Ltd.,UTTAMSTL,Uttam Galva Steels Ltd.
Uttam Value Steels Ltd.,UVSL,Uttam Value Steels Ltd.
V.I.P. Industries Ltd.,VIPIND,V.I.P. Industries Ltd.
VLS Finance Ltd.,VLSFINANCE,VLS Finance Ltd.
VST Industries Ltd.,VSTIND,VST Industries Ltd.
Value Industries Ltd.,VALUEIND,Value Industries Ltd.
Vardhman Holdings Ltd.,VHL,Vardhman Holdings Ltd.
Vardhman Textiles Ltd.,VTL,Vardhman Textiles Ltd.
Varun Shipping Co. Ltd.,VARUNSHIP,Varun Shipping Co. Ltd.
Vesuvius India Ltd.,VESUVIUS,Vesuvius India Ltd.
Videocon International Ltd.,VDOCONINTL,Videocon International Ltd.
Vikas WSP Ltd.,VIKASWSP,Vikas WSP Ltd.
Vindhya Telelinks Ltd.,VINDHYATEL,Vindhya Telelinks Ltd.
Vinyl Chemicals (India) Ltd.,VINYLINDIA,Vinyl Chemicals (India) Ltd.
Viral Filaments Ltd.,VIRALFILA,Viral Filaments Ltd.
Warren Tea Ltd.,WARRENTEA,Warren Tea Ltd.
Western India Industries Ltd.,WESTINDIA,Western India Industries Ltd.
Widia (India) Ltd.,KENNAMET,Widia (India) Ltd.
Wimco Ltd.-Delisted,WIMCO,Wimco Ltd.-Delisted
Windsor Machines Ltd.,WINDMACHIN,Windsor Machines Ltd.
Winsome Diamonds and Jewellery Ltd.,WINSOMEDJ,Winsome Diamonds and Jewellery Ltd.
Wockhardt Ltd. (old),WOCKHARDT,Wockhardt Ltd. (old)
Woolworth (India) Ltd.,WOOLWORTH,Woolworth (India) Ltd.
Yokogawa Ltd.,YOKOGAWA,Yokogawa Ltd.
Zandu Realty Ltd.,ZANDUREALT,Zandu Realty Ltd.
Zuari Global Ltd.,ZUARIGLOB,Zuari Global Ltd.
Avery India Ltd.,AVERY,Avery India Ltd.
Chettinad Cement Corporation Ltd.,CHETTINAD,Chettinad Cement Corporation Ltd.
Eicher Ltd.,EICHERLTD,Eicher Ltd.
Eveready Industries India Ltd.,EVEREADY,Eveready Industries India Ltd.
Insilco Ltd. - Sus,INSILCO,Insilco Ltd. - Sus
Kohinoor Foods Ltd.,KOHINOOR,Kohinoor Foods Ltd.
Malwa Cotton Spinning Mills Ltd.,MALWACOTT,Malwa Cotton Spinning Mills Ltd.
Punjab Communications Ltd.,PUNJCOMMU,Punjab Communications Ltd.
Tourism Finance Corporation of India Ltd.,TFCILTD,Tourism Finance Corporation of India Ltd.
Vardhman Polytex Ltd.,VARDMNPOLY,Vardhman Polytex Ltd.
Ashima Ltd.,ASHIMASYN,Ashima Ltd.
PVP Ventures Ltd.,PVP,PVP Ventures Ltd.
Rayban Sun Optics India Ltd.,BAUSCHLOMB,Rayban Sun Optics India Ltd.
Sri Vishnu Cement Ltd.- Merged,SRIVISHCEM,Sri Vishnu Cement Ltd.- Merged
Subros Ltd.,SUBROS,Subros Ltd.
Vashisti Detergents Ltd.,TATAVASHIS,Vashisti Detergents Ltd.
e-Serve International Ltd.,E-SERVEINT,e-Serve International Ltd.
ADC India Communications Ltd.,KRONECOMM,ADC India Communications Ltd.
Archies Ltd.,ARCHIES,Archies Ltd.
Birla Ericsson Optical Ltd.,BIRLACABLE,Birla Ericsson Optical Ltd.
Blue Dart Express Ltd.,BLUEDART,Blue Dart Express Ltd.
Elgi Rubber Company Ltd.,ELGIRUBCO,Elgi Rubber Company Ltd.
Mirza International Ltd.,MIRZAINT,Mirza International Ltd.
Nilkamal Ltd.,NILKAMAL,Nilkamal Ltd.
Paper Products Ltd.,PAPERPROD,Paper Products Ltd.
Pentafour Products Ltd.,PENTFRPROD,Pentafour Products Ltd.
Punjab Anand Lamp Industries Ltd.,PUNANDLAMP,Punjab Anand Lamp Industries Ltd.
TVS Electronics Ltd. - Merge,TVSELEC,TVS Electronics Ltd. - Merge
Ciba Speciality Chemicals (India) Ltd.,CIBASPEC,Ciba Speciality Chemicals (India) Ltd.
DSQ Software Ltd.,SQRDSFWARE,DSQ Software Ltd.
Gulf Oil India Ltd.-Old,GULFOIL,Gulf Oil India Ltd.-Old
PSI Data Systems Ltd.,PSIDATASYS,PSI Data Systems Ltd.
Pharmacia Healthcare Ltd.,PHARMACIA,Pharmacia Healthcare Ltd.
Rain Calcining Ltd.,RAINCALCIN,Rain Calcining Ltd.
Unichem Laboratories Ltd.,UNICHEMLAB,Unichem Laboratories Ltd.
Bayer Cropscience India Ltd. -Erstwhile,BAYER,Bayer Cropscience India Ltd. -Erstwhile
Krebs Biochemicals Ltd.,KREBSBIO,Krebs Biochemicals Ltd.
Shasun Pharmaceuticals Ltd.,SHASUNPHAR,Shasun Pharmaceuticals Ltd.
Saregama India Ltd,SAREGAMA,Saregama India Ltd
Crest Animation Studios Ltd.,CRESTANI,Crest Animation Studios Ltd.
Reliance Petroleum Ltd.- Merge,RELPETRO,Reliance Petroleum Ltd.- Merge
Sri Adhikari Brothers Television Network Ltd.,SABTN,Sri Adhikari Brothers Television Network Ltd.
Visualsoft Technologies Ltd.,VISUALSOFT,Visualsoft Technologies Ltd.
Cybertech Systems & Software Ltd.,CYBERTECH,Cybertech Systems & Software Ltd.
IDBI Bank Ltd.-OLD,IDBIBANK,IDBI Bank Ltd.-OLD
Maars Software International Ltd.,MAARSOFTW,Maars Software International Ltd.
Ramco Industries Ltd.,RAMCOIND,Ramco Industries Ltd.
Salora International Ltd.,SALORAINTL,Salora International Ltd.
Shyam Telecom Ltd.,SHYAMTEL,Shyam Telecom Ltd.
Jain Studios Ltd.,JAINSTUDIO,Jain Studios Ltd.
Origin Agrostar Ltd.,SQUAREDBIO,Origin Agrostar Ltd.
Roofit Industries Ltd.,ROOFITIND,Roofit Industries Ltd.
Orient Information Technologies Ltd.,ORIENTINFO,Orient Information Technologies Ltd.
Pentasoft Technologies Ltd.,PENTACOMMU,Pentasoft Technologies Ltd.
SEAMEC Ltd.,SEAMECLTD,SEAMEC Ltd.
Sandesh Ltd.,SANDESH,Sandesh Ltd.
Panacea Biotec Ltd.,PANACEABIO,Panacea Biotec Ltd.
R. S. Software (India) Ltd.,RSSOFTWARE,R. S. Software (India) Ltd.
Accelya Kale Solutions Ltd.,ACCELYA,Accelya Kale Solutions Ltd.
Carol Info Services Ltd.,CAROLINFO,Carol Info Services Ltd.
Ramco Systems Ltd.,RAMCOSYS,Ramco Systems Ltd.
Sterlite Industries (India) Ltd. -Sus,STERLITIND,Sterlite Industries (India) Ltd. -Sus
Television Eighteen India Ltd.,TV18,Television Eighteen India Ltd.
Padmini Technologies Ltd.,PADMINPOLY,Padmini Technologies Ltd.
Aksh Optifibre Ltd.,AKSHOPTFBR,Aksh Optifibre Ltd.
Bank of Punjab Ltd.,BANKPUNJAB,Bank of Punjab Ltd.
Centurion Bank Ltd.,CENTURION,Centurion Bank Ltd.
Cinevista Ltd.,CINEVISTA,Cinevista Ltd.
FCL Technologies & Products Ltd.,FLEXCHEM,FCL Technologies & Products Ltd.
Shree Rama Multi Tech Ltd.,SHREERAMA,Shree Rama Multi Tech Ltd.
iGate Global Solutions Ltd.,IGS,iGate Global Solutions Ltd.
Aztecsoft Ltd.,AZTECSOFT,Aztecsoft Ltd.
Balaji Telefilms Ltd.,BALAJITELE,Balaji Telefilms Ltd.
Henkel SPIC India Ltd.,SPICFINE,Henkel SPIC India Ltd.
Mahindra Lifespace Developers Ltd.,MAHLIFE,Mahindra Lifespace Developers Ltd.
Mukta Arts Ltd,MUKTAARTS,Mukta Arts Ltd
Neyveli Lignite Corporation Ltd.,NLCINDIA,Neyveli Lignite Corporation Ltd.
Soundcraft Industries Ltd.,SOUNDCRAFT,Soundcraft Industries Ltd.
Tips Industries Ltd.,TIPSINDLTD,Tips Industries Ltd.
DCM Shriram Consolidated Ltd.,DCMSHRIRAM,DCM Shriram Consolidated Ltd.
Sun Earth Ceramics Ltd.,SUNEARTH,Sun Earth Ceramics Ltd.
Aftek Ltd.,AFTEK,Aftek Ltd.
Bank of Rajasthan Ltd.,BANKRAJAS,Bank of Rajasthan Ltd.
Creative Eye Ltd.,CREATIVEYE,Creative Eye Ltd.
Geometric Ltd.,GEOMETRIC,Geometric Ltd.
Infar (India) Ltd.,INFARINDIA,Infar (India) Ltd.
Information Technologies India Ltd.,ITIL,Information Technologies India Ltd.
Kothari Products Ltd.,KOTHARIPRO,Kothari Products Ltd.
PNB Gilts Ltd.,PNBGILTS,PNB Gilts Ltd.
Reliance MediaWorks Ltd.,RELMEDIA,Reliance MediaWorks Ltd.
Vision Organics Ltd,VISIONLTD,Vision Organics Ltd
Williamson Tea Assam Ltd.,GEORGWILIM,Williamson Tea Assam Ltd.
Blue Star Infotech Ltd.,BLUESTINFO,Blue Star Infotech Ltd.
FCI OEN Connectors Ltd.,OENCONNECT,FCI OEN Connectors Ltd.
GSL Nova Petrochemicals Ltd.,GSLNOVA,GSL Nova Petrochemicals Ltd.
Indraprastha Medical Corporation Ltd.,INDRAMEDCO,Indraprastha Medical Corporation Ltd.
Jagsonpal Pharmaceuticals Ltd.,JAGSNPHARM,Jagsonpal Pharmaceuticals Ltd.
Lakshmi Auto Components Ltd.- Delisted,LAKSHAUTO,Lakshmi Auto Components Ltd.- Delisted
Next Mediaworks Ltd.,NEXTMEDIA,Next Mediaworks Ltd.
Smartlink Network Systems Ltd.,SMARTLINK,Smartlink Network Systems Ltd.
Taj GVK Hotels & Resorts Ltd.,TAJGVK,Taj GVK Hotels & Resorts Ltd.
United Western Bank Ltd.,UNIWESTBNK,United Western Bank Ltd.
Pritish Nandy Communications Ltd.,PNC,Pritish Nandy Communications Ltd.
Onward Technologies Ltd.,ONWARDTEC,Onward Technologies Ltd.
Balmer Lawrie & Co. Ltd.,BALMLAWRIE,Balmer Lawrie & Co. Ltd.
Shanthi Gears Ltd.,SHANTIGEAR,Shanthi Gears Ltd.
West Coast Paper Mills Ltd.,WSTCSTPAPR,West Coast Paper Mills Ltd.
NELCO Ltd.,NELCO,NELCO Ltd.
AXIS IT&T Ltd.,AXISCADES,AXIS IT&T Ltd.
Agro Dutch Industries Ltd.,AGRODUTCH,Agro Dutch Industries Ltd.
Andhra Sugars Ltd.,ANDHRSUGAR,Andhra Sugars Ltd.
BSL Ltd.,BSL,BSL Ltd.
Bharat Hotels Ltd. - Delisted,BHARATHOT,Bharat Hotels Ltd. - Delisted
Compudyne Winfosystems Ltd.,COMPUDYNE,Compudyne Winfosystems Ltd.
Elder Pharmaceuticals Ltd.,ELDERPHARM,Elder Pharmaceuticals Ltd.
First Leasing Co. of India Ltd.,FIRSTLEASE,First Leasing Co. of India Ltd.
Heritage Foods Ltd.,HERITGFOOD,Heritage Foods Ltd.
India Nippon Electricals Ltd.,INDNIPPON,India Nippon Electricals Ltd.
KDL Biotech Ltd.,KOPDRUGS,KDL Biotech Ltd.
MRO-TEK Ltd.,MRO-TEK,MRO-TEK Ltd.
Madras Fertilizers Ltd.,MADRASFERT,Madras Fertilizers Ltd.
Manali Petrochemicals Ltd.,MANALIPETC,Manali Petrochemicals Ltd.
Melstar Information Technologies Ltd.,MELSTAR,Melstar Information Technologies Ltd.
NRB Bearings Ltd.,NRBBEARING,NRB Bearings Ltd.
PSL Ltd.,PSL,PSL Ltd.
Panasonic AVC Networks India Co. Ltd.,PAVCI,Panasonic AVC Networks India Co. Ltd.
Pricol Ltd.,PRICOLLTD,Pricol Ltd.
S.B.& T. International Ltd.,SB&TINTL,S.B.& T. International Ltd.
Shirpur Gold Refinery Ltd.,SHIRPUR-G,Shirpur Gold Refinery Ltd.
Siltap Chemicals Ltd.- Merged,SILTAPCHEM,Siltap Chemicals Ltd.- Merged
Sirpur Paper Mills Ltd.,SIRPAPER,Sirpur Paper Mills Ltd.
Sundaram Brake Linings Ltd.,SUNDRMBRAK,Sundaram Brake Linings Ltd.
Surya Roshni Ltd.,SURYAROSNI,Surya Roshni Ltd.
Tamilnadu Telecommunications Ltd.,TNTELE,Tamilnadu Telecommunications Ltd.
Thirumalai Chemicals Ltd.,TIRUMALCHM,Thirumalai Chemicals Ltd.
Wellwin Industry Ltd.,WELLWININD,Wellwin Industry Ltd.
Wheels India Ltd.,WHEELS,Wheels India Ltd.
Zenith Computer Ltd.,ZENITHCOMP,Zenith Computer Ltd.
Zodiac Clothing Co. Ltd.,ZODIACLOTH,Zodiac Clothing Co. Ltd.
